"ts","baseline_m_mu"
0.00917431192660551,-0.182515733374317
0.018348623853211,-0.205794133474313
0.0275229357798165,0.111416144242412
0.036697247706422,0.325353578092564
0.0458715596330275,0.26941307304811
0.055045871559633,0.267730173947955
0.0642201834862385,0.343930890828815
0.073394495412844,0.3587042981824
0.0825688073394495,0.240581260000814
0.0917431192660551,0.195291864146323
0.100917431192661,0.135824926756704
0.110091743119266,0.169777435296575
0.119266055045872,0.149850847309587
0.128440366972477,0.0505505752052768
0.137614678899083,-0.0847624520575273
0.146788990825688,0.0822844450992305
0.155963302752294,0.121699543117323
0.165137614678899,-0.0485505058240955
0.174311926605505,-0.0902945480530677
0.18348623853211,0.145101152268683
0.192660550458716,0.106370640482826
0.201834862385321,0.127076634469741
0.211009174311927,0.308109081061933
0.220183486238532,0.440017116595119
0.229357798165138,0.367964313210223
0.238532110091743,0.346266715529615
0.247706422018349,0.258327795285188
0.256880733944954,0.111918864696152
0.26605504587156,-0.0890116672104137
0.275229357798165,-0.258170227689913
0.284403669724771,-0.380387590221835
0.293577981651376,-0.411636439271735
0.302752293577982,-0.460616401845679
0.311926605504587,-0.313735107951803
0.321100917431193,-0.104656847201993
0.330275229357798,0.0180629108632411
0.339449541284404,0.0212402920314517
0.348623853211009,0.285477705564348
0.357798165137615,0.461751493563701
0.36697247706422,0.43676128415642
0.376146788990826,0.389719430611242
0.385321100917431,0.440180664211533
0.394495412844037,0.308202620028962
0.403669724770642,0.0822021297207577
0.412844036697248,-0.114864046912102
0.422018348623853,-0.294081911101651
0.431192660550459,-0.403579634967856
0.440366972477064,-0.355206045882207
0.44954128440367,-0.293674615955635
0.458715596330275,-0.0638344261681642
0.467889908256881,0.0513875881167334
0.477064220183486,0.0248588527446477
0.486238532110092,-0.183150327876918
0.495412844036697,-0.139350420424625
0.504587155963303,-0.289848714285856
0.513761467889908,-0.347543315171775
0.522935779816514,-0.342373769291264
0.532110091743119,-0.160738746725265
0.541284403669725,-0.22793879283604
0.55045871559633,-0.256977971174304
0.559633027522936,-0.223584094542923
0.568807339449541,0.0214235366568768
0.577981651376147,0.063026173755089
0.587155963302752,0.141233185094362
0.596330275229358,0.0881241109111848
0.605504587155963,-0.0754301100744679
0.614678899082569,-0.438551069571707
0.623853211009174,-0.55119505355899
0.63302752293578,-0.635654546612203
0.642201834862385,-0.719579005776605
0.651376146788991,-0.647220812401638
0.660550458715596,-0.441395397528564
0.669724770642202,-0.407419240395483
0.678899082568807,-0.422956121076109
0.688073394495413,-0.245961156727874
0.697247706422018,-0.0910026161563717
0.706422018348624,-0.0915117620323618
0.715596330275229,0.00228352857842969
0.724770642201835,0.195151947347153
0.73394495412844,0.285297634326646
0.743119266055046,0.291984739952705
0.752293577981651,0.246659519655699
0.761467889908257,0.227604206745043
0.770642201834862,0.268578509133884
0.779816513761468,0.464922060394473
0.788990825688073,0.53615862269764
0.798165137614679,0.614307765015605
0.807339449541284,0.701853275055271
0.81651376146789,0.674053603696674
0.825688073394495,0.401123013428034
0.834862385321101,0.226166297777459
0.844036697247706,0.136002991030664
0.853211009174312,-0.225038193522194
0.862385321100917,-0.43867168442582
0.871559633027523,-0.41171047330264
0.880733944954128,-0.251067451450237
0.889908256880734,-0.32855411858183
0.899082568807339,-0.111061602234184
0.908256880733945,0.023163709726508
0.917431192660551,0.226445650551019
0.926605504587156,0.153839226337309
0.935779816513761,0.0586017839609607
0.944954128440367,-0.199210009334099
0.954128440366973,-0.421198204528599
0.963302752293578,-0.668137432232908
0.972477064220183,-0.859131471761021
0.981651376146789,-0.777881726167418
0.990825688073395,-0.692068617393284
1,-0.588578165748731
