"ts","kernel_m_mu_hat","baseline_m_mu"
0.00917431192660551,-0.449367069777876,-0.182515733374317
0.018348623853211,-0.218917238700714,-0.205794133474313
0.0275229357798165,-0.0322371612022161,0.111416144242412
0.036697247706422,0.104983497108691,0.325353578092564
0.0458715596330275,0.194668361577912,0.26941307304811
0.055045871559633,0.243685308333981,0.267730173947955
0.0642201834862385,0.261118492869117,0.343930890828815
0.073394495412844,0.256096620743469,0.3587042981824
0.0825688073394495,0.236453898018475,0.240581260000814
0.0917431192660551,0.208217294194328,0.195291864146323
0.100917431192661,0.175766245806423,0.135824926756704
0.110091743119266,0.142397260099477,0.169777435296575
0.119266055045872,0.11088806962605,0.149850847309587
0.128440366972477,0.0836903934609735,0.0505505752052768
0.137614678899083,0.0627658017238847,-0.0847624520575273
0.146788990825688,0.0495149714408641,0.0822844450992305
0.155963302752294,0.0451663250140951,0.121699543117323
0.165137614678899,0.051327644857973,-0.0485505058240955
0.174311926605505,0.0698683308701046,-0.0902945480530677
0.18348623853211,0.10161223493669,0.145101152268683
0.192660550458716,0.144348842800055,0.106370640482826
0.201834862385321,0.191492552989952,0.127076634469741
0.211009174311927,0.232555943182355,0.308109081061933
0.220183486238532,0.255563317753324,0.440017116595119
0.229357798165138,0.250446267402072,0.367964313210223
0.238532110091743,0.21208703506829,0.346266715529615
0.247706422018349,0.142078209525918,0.258327795285188
0.256880733944954,0.0489191351088233,0.111918864696152
0.26605504587156,-0.0532582261360336,-0.0890116672104137
0.275229357798165,-0.147272554270122,-0.258170227689913
0.284403669724771,-0.216469839096854,-0.380387590221835
0.293577981651376,-0.248511842874157,-0.411636439271735
0.302752293577982,-0.238154409533409,-0.460616401845679
0.311926605504587,-0.18797946290487,-0.313735107951803
0.321100917431193,-0.106989471603519,-0.104656847201993
0.330275229357798,-0.00803237792742109,0.0180629108632411
0.339449541284404,0.0946556611641447,0.0212402920314517
0.348623853211009,0.187110367406429,0.285477705564348
0.357798165137615,0.256703013425209,0.461751493563701
0.36697247706422,0.293194173931276,0.43676128415642
0.376146788990826,0.290124314101076,0.389719430611242
0.385321100917431,0.246434646491081,0.440180664211533
0.394495412844037,0.167854654884635,0.308202620028962
0.403669724770642,0.0672986200002803,0.0822021297207577
0.412844036697248,-0.0366775256318484,-0.114864046912102
0.422018348623853,-0.123974970362592,-0.294081911101651
0.431192660550459,-0.179005754894706,-0.403579634967856
0.440366972477064,-0.196442006108556,-0.355206045882207
0.44954128440367,-0.18357357018183,-0.293674615955635
0.458715596330275,-0.157301875995782,-0.0638344261681642
0.467889908256881,-0.136630257668772,0.0513875881167334
0.477064220183486,-0.134326181386522,0.0248588527446477
0.486238532110092,-0.152163085876462,-0.183150327876918
0.495412844036697,-0.182050279233221,-0.139350420424625
0.504587155963303,-0.21173606341236,-0.289848714285856
0.513761467889908,-0.231131805019895,-0.347543315171775
0.522935779816514,-0.235515211206533,-0.342373769291264
0.532110091743119,-0.224692583676067,-0.160738746725265
0.541284403669725,-0.200386465468804,-0.22793879283604
0.55045871559633,-0.165102558390257,-0.256977971174304
0.559633027522936,-0.123734350810563,-0.223584094542923
0.568807339449541,-0.0859591438172405,0.0214235366568768
0.577981651376147,-0.0659857724602899,0.063026173755089
0.587155963302752,-0.0779424621597923,0.141233185094362
0.596330275229358,-0.128820488397965,0.0881241109111848
0.605504587155963,-0.213364823488982,-0.0754301100744679
0.614678899082569,-0.314506761814696,-0.438551069571707
0.623853211009174,-0.409454797238897,-0.55119505355899
0.63302752293578,-0.478068941081612,-0.635654546612203
0.642201834862385,-0.509099390585664,-0.719579005776605
0.651376146788991,-0.501670296294025,-0.647220812401638
0.660550458715596,-0.46239888960217,-0.441395397528564
0.669724770642202,-0.400655833773649,-0.407419240395483
0.678899082568807,-0.324689260070729,-0.422956121076109
0.688073394495413,-0.24010285727223,-0.245961156727874
0.697247706422018,-0.150598938390918,-0.0910026161563717
0.706422018348624,-0.0597757210996788,-0.0915117620323618
0.715596330275229,0.0276232326707116,0.00228352857842969
0.724770642201835,0.106200930728551,0.195151947347153
0.73394495412844,0.172148552434698,0.285297634326646
0.743119266055046,0.225764653693609,0.291984739952705
0.752293577981651,0.272068322167604,0.246659519655699
0.761467889908257,0.318256455306415,0.227604206745043
0.770642201834862,0.36895573611584,0.268578509133884
0.779816513761468,0.422040529104681,0.464922060394473
0.788990825688073,0.467701688958855,0.53615862269764
0.798165137614679,0.491494124492798,0.614307765015605
0.807339449541284,0.479813167160228,0.701853275055271
0.81651376146789,0.425239593421569,0.674053603696674
0.825688073394495,0.32975126048267,0.401123013428034
0.834862385321101,0.205030885198231,0.226166297777459
0.844036697247706,0.0700607292826791,0.136002991030664
0.853211009174312,-0.0532900269774428,-0.225038193522194
0.862385321100917,-0.145593134210229,-0.43867168442582
0.871559633027523,-0.194693224482081,-0.41171047330264
0.880733944954128,-0.198719549369294,-0.251067451450237
0.889908256880734,-0.166593007374837,-0.32855411858183
0.899082568807339,-0.116112730245777,-0.111061602234184
0.908256880733945,-0.0700978920289978,0.023163709726508
0.917431192660551,-0.0511778651576813,0.226445650551019
0.926605504587156,-0.0761537346545596,0.153839226337309
0.935779816513761,-0.151336300061351,0.0586017839609607
0.944954128440367,-0.270221057667742,-0.199210009334099
0.954128440366973,-0.414102366690799,-0.421198204528599
0.963302752293578,-0.555402316717958,-0.668137432232908
0.972477064220183,-0.662990831903197,-0.859131471761021
0.981651376146789,-0.708365866803303,-0.777881726167418
0.990825688073395,-0.671207734051329,-0.692068617393284
1,-0.542901156230353,-0.588578165748731
